iso3	country	join_status	lang_code	language_english	language_autonym	script	competing_languages	join_note	01_pain_term	01_pain_english	01_pain_mark	02_hurt_term	02_hurt_english	02_hurt_mark	03_eco_anxiety_term	03_eco_anxiety_english	03_eco_anxiety_mark	04_uncertainty_term	04_uncertainty_english	04_uncertainty_mark	05_grief_term	05_grief_english	05_grief_mark	06_anger_term	06_anger_english	06_anger_mark	07_hardship_term	07_hardship_english	07_hardship_mark	08_displacement_term	08_displacement_english	08_displacement_mark	09_trauma_term	09_trauma_english	09_trauma_mark	10_loneliness_term	10_loneliness_english	10_loneliness_mark	11_depression_term	11_depression_english	11_depression_mark	12_fear_term	12_fear_english	12_fear_mark	13_helplessness_term	13_helplessness_english	13_helplessness_mark	14_shame_term	14_shame_english	14_shame_mark	15_no_pain_term	15_no_pain_english	15_no_pain_mark	labels	gaps	exact_F	broader_or_narrower_E
PAN	Panama	SETTLED	es	Spanish	español	Latn			dolor físico	Physical pain	F	dolor emocional	Emotional pain	F	ecoansiedad	eco-anxiety; chronic fear of environmental catastrophe	F	incertidumbre	Uncertainty	F	duelo	Grief, mourning	E	indignación	Indignation, outrage	E	precariedad	Precarity	E	desarraigo	Rootlessness, uprooting	F	trauma	Trauma	E	soledad	Loneliness, solitude	E	depresión	Depression	F	ansiedad	Anxiety	E	impotencia	Powerlessness	F	culpa	Guilt, blame	E	sin dolor	without pain	F	15	0	8	7
PNG	Papua New Guinea	OPEN	tpi	Tok Pisin		Latn	English (en); Hiri Motu (ho)	Four official languages since 2015, including PNG Sign Language. Over 800 local languages. Tok Pisin is the widest lingua franca.	pen	pain; hurt; suffering	E	sori	sorrow; pity; regret; being sorry	E		NO TERM FOUND	X	wari	worry	E	sori	sorrow; pity; regret; being sorry	E	kros	anger; crossness; being angry	E	hevi	burden; trouble; problem; difficulty; heaviness	E	rausim	force out; remove; evict	F	trama	trauma	F	wanpis	lonely or alone; orphan-like	F	bikpela sori	deep or great sorrow; depression	F	pret	afraid; frightened; fear	E	no inap	unable; cannot	F	sem	shame; embarrassment; being ashamed	E	I nogat pen	there is no pain	F	14	1	6	8
PRY	Paraguay	OPEN	gn	Guaraní	avañe’ẽ	Latn	Spanish (es)	Both official; Guaraní is spoken by a larger share of the population than Spanish.	tasy	pain, illness, disease, difficulty	E	jepy'apy	anguish, worry, concern, grief	E		NO TERM FOUND	X	py’amokõi	doubt / uncertainty	P	ñembyasy	grief; sorrow; sadness	E	pochy	anger, rage, fury	E	poriahu	poor; indigent; dispossessed	E	ñemosẽ	expulsion / exile	F	angapykuaa ñembyai	psychological trauma	F	techaga'u	desire to see; yearning	E	vy’a’ỹ	sadness / melancholy	F	kyhyje	fear, dread, terror, horror	E	pu’aka’ỹ	powerlessness / impotence	F	rotĩ	be embarrassed; be ashamed	E	tasy'ỹ	ease, facility; morphologically absence of pain or illness	E	14	1	4	9
PER	Peru	REVIEW	es	Spanish	español	Latn	Quechua (qu); Aymara (ay)	Quechua and Aymara are co-official where predominant.	dolor físico	Physical pain	F	dolor emocional	Emotional pain	F	ecoansiedad	eco-anxiety; chronic fear of environmental catastrophe	F	incertidumbre	Uncertainty	F	duelo	Grief, mourning	E	indignación	Indignation, outrage	E	precariedad	Precarity	E	desarraigo	Rootlessness, uprooting	F	trauma	Trauma	E	soledad	Loneliness, solitude	E	depresión	Depression	F	ansiedad	Anxiety	E	impotencia	Powerlessness	F	culpa	Guilt, blame	E	sin dolor	without pain	F	15	0	8	7
PHL	Philippines	OPEN	fil	Filipino		Latn	English (en); Cebuano (ceb)	Filipino and English both official; Cebuano has a comparable L1 base to Tagalog.	kirot	sharp/stinging bodily pain	E	lungkot	sadness; sorrow; grief; sometimes loneliness	E		NO TERM FOUND	X	kawalang-katiyakan	uncertainty; lack of certainty	F	dalamhati	grief; extreme sorrow; distress; affliction	E	galit	anger; ire; indignation; wrath; rancor	E	kahirapan	poverty; hardship; suffering	E	paglikas	evacuation; evacuating	E	trauma	trauma; physical or psychological injury/shock	E	galimgim	loneliness; melancholy from being alone	E	depresyon	depression	E	takot	fear; fright	E	kawalang-kapangyarihan	powerlessness; lack of power	F	hiya	shame; embarrassment; modesty/propriety	E	walang kirot	no pain	F	14	1	3	11
POL	Poland	SETTLED	pl	Polish	polski	Latn			ból fizyczny	physical pain	F	cierpienie emocjonalne	emotional suffering	F	lęk klimatyczny	climate fear/anxiety	E	niepewność	uncertainty; insecurity	E	żałoba	mourning; bereavement	E	oburzenie	indignation; outrage	E	obawy finansowe	financial worries	E	wygnanie	exile; banishment	E	przeciążenie emocjonalne	emotional overload	C	samotność	loneliness; solitude	E	depresja	depression	E	lęk	fear/anxiety	E	bezsilność	helplessness; powerlessness	F	wstyd	shame	E	bez cierpienia	without suffering	F	15	0	4	10
PRT	Portugal	SETTLED	pt	Portuguese	português	Latn		Variety: European Portuguese, distinct from Brazilian.	dor física	physical pain	F	sofrimento emocional	emotional suffering	F	ansiedade climática	climate anxiety	E	incerteza	uncertainty	E	luto	mourning; bereavement	E	indignação	indignation	E	insegurança material	material insecurity	E	exílio	exile	E	sobrecarga emocional	emotional overload	E	solidão	loneliness; solitude	E	depressão	depression	E	medo	fear	E	impotência	powerlessness	E	vergonha	shame	E	sem sofrimento	without suffering	F	15	0	3	12
QAT	Qatar	OPEN	ar	Arabic	العربية	Arab	English (en)	Citizens are roughly 10-11% of the population, an even more extreme expatriate majority than the UAE. Variety: Gulf Arabic vs MSA.	وجع	Pain / ache	F	ضيق	Distress / inner tightness	E	القلق المناخي	climate anxiety, definite form	F	عدم اليقين	uncertainty; lack of certainty	F	حزن	Grief / sorrow	E	غضب	Anger	E	عوز	Want / destitution	E	نزوح	Displacement	E	صدمة	Shock / trauma	E	وحشة	Loneliness / forlornness	E	اكتئاب	Depression	F	خوف وقلق	Fear and anxiety	E	عجز	Inability / powerlessness	E	شعور بالذنب	Feeling of guilt	E	بلا ألم	without pain	F	15	0	5	10
COG	Republic of the Congo	REVIEW	fr	French	français	Latn	Lingala (ln); Kituba (mkw)	French official; Lingala is the northern lingua franca.	douleur physique	physical pain	F	douleur émotionnelle	emotional pain	F	éco-anxiété	eco-anxiety	E	incertitude	uncertainty	F	deuil	bereavement / mourning / grief	E	indignation	indignation / moral outrage	E	précarité	precarity / insecurity	E	déracinement	uprooting	F	traumatisme	trauma	E	solitude	loneliness	E	dépression	depression	F	angoisse	anguish / fear / anxiety	E	sentiment d'impuissance	feeling of helplessness	F	honte	shame	E	absence de détresse	absence of distress	E	15	0	6	9
ROU	Romania	SETTLED	ro	Romanian	română	Latn			durere fizică	physical pain	F	suferință emoțională	emotional suffering	F	anxietate climatică	climate anxiety	E	incertitudine	uncertainty	E	doliu	mourning; bereavement	E	indignare	indignation	E	griji financiare	financial worries	E	exil	exile	E	copleșire	overpowering; overwhelming	E	singurătate	loneliness; solitude	E	depresie	depression	E	frică	fear	E	neputință	helplessness/powerlessness	E	rușine	shame	E	fără suferință	without suffering	F	15	0	3	12
RUS	Russia	SETTLED	ru	Russian	русский	Cyrl			физическая боль	physical pain; bodily hurt	F	душевная боль	psychic pain; mental anguish	F	экотревожность	eco-anxiety; anxiety caused by climate change and environmental deterioration	F	неопределённость	uncertainty; indeterminacy; lack of definiteness	E	скорбь	grief	E	возмущение	indignation; outrage; resentment; also disturbance in technical contexts	E	нужда	need; want; indigence; poverty; request/necessity in some uses	E	изгнание	exile; expulsion; deportation; banishment; ejection	E	травма	trauma; serious bodily injury; psychological injury/shock in current use	E	одиночество	loneliness; solitude; isolation	E	депрессия	depression; depressive mental state; also economic/other technical depression	E	страх	fear; fright; dread	E	беспомощность	helplessness; powerlessness; inability to act effectively	E	стыд	shame; embarrassment	E	без боли	without pain	F	15	0	4	11
RWA	Rwanda	SETTLED	rw	Kinyarwanda		Latn	English (en); French (fr)	Kinyarwanda is near-universal L1.	ububabare bw'umubiri	bodily pain, physical pain	F	ububabare	Hurt	E		Eco-anxiety	X	ugushidikanya	Uncertainty	E	icyunamo	Grief	E	uburakari	anger, wrath, rage	E	ubukene	poverty, want, need, indigence	E	ubuhunzi	exile, refugeehood, condition of being a refugee	F	ihahamuka	psychic trauma, severe fright or shock; a formal post-genocide mental-health term	E	irungu	Loneliness	E	ubwihebe	Depression	E	ubwoba	fear, fright, dread	E	kwiheba	hopelessness; despair	E	igisebo	Shame	E	nta bubabare	no pain, no suffering	C	14	1	2	11
KNA	Saint Kitts and Nevis	SETTLED	en	English		Latn			Pain	Pain	F	Hurt	Hurt	E	Eco-anxiety	Eco-anxiety	E	Uncertainty	Uncertainty	F	Grief	Grief	E	Anger	Anger	E	Hardship	Hardship	E	Displacement	Displacement	E	Trauma	Trauma	E	Loneliness	Loneliness	E	Depression	Depression	E	Fear	Fear	E	Helplessness	Helplessness	F	Shame	Shame	E	No pain	No pain	F	15	0	4	11
LCA	Saint Lucia	REVIEW	en	English		Latn	Saint Lucian Creole (acf)	English official; Kwéyòl widely spoken.	Pain	Pain	F	Hurt	Hurt	E	Eco-anxiety	Eco-anxiety	E	Uncertainty	Uncertainty	F	Grief	Grief	E	Anger	Anger	E	Hardship	Hardship	E	Displacement	Displacement	E	Trauma	Trauma	E	Loneliness	Loneliness	E	Depression	Depression	E	Fear	Fear	E	Helplessness	Helplessness	F	Shame	Shame	E	No pain	No pain	F	15	0	4	11
VCT	Saint Vincent and the Grenadines	SETTLED	en	English		Latn			Pain	Pain	F	Hurt	Hurt	E	Eco-anxiety	Eco-anxiety	E	Uncertainty	Uncertainty	F	Grief	Grief	E	Anger	Anger	E	Hardship	Hardship	E	Displacement	Displacement	E	Trauma	Trauma	E	Loneliness	Loneliness	E	Depression	Depression	E	Fear	Fear	E	Helplessness	Helplessness	F	Shame	Shame	E	No pain	No pain	F	15	0	4	11
WSM	Samoa	SETTLED	sm	Samoan		Latn	English (en)		tiga tino	bodily pain	C	faʻanoanoa	sadness, sorrow, regret; being sad or sorrowful	E		NO TERM FOUND	X	Le mautonu	uncertainty	F	faʻanoanoaga	grief, mourning, sorrow after loss	F	ita	anger, wrath; being angry	E	puapuaga	distress; affliction; torment; mental or physical suffering	E	faateva	banish / exile	F	atuatuvale	trouble; tribulation; distressed in mind; perplexed	E	toatasi	alone	E	fa'anoanoa	sadness / grief	F	fefe	fear, being afraid, fright	E	le mafai	unable / incapable	F	māsiasi	ashamed; embarrassed	E	E leai se tiga	there is no pain	F	14	1	6	7
SMR	San Marino	SETTLED	it	Italian	italiano	Latn			dolore fisico	physical pain	F	sofferenza emotiva	emotional suffering	F	ecoansia	eco-anxiety	E	incertezza	uncertainty	E	lutto	mourning; bereavement	E	indignazione	indignation	E	insicurezza economica	economic insecurity	E	esilio	exile	E	sovraccarico emotivo	emotional overload	E	solitudine	loneliness; solitude	E	depressione	depression	E	paura	fear	E	impotenza	powerlessness	E	vergogna	shame	E	senza sofferenza	without suffering	F	15	0	3	12
STP	Sao Tome and Principe	SETTLED	pt	Portuguese	português	Latn	Forro (cri)	"Portuguese 98.4% vs Forro 36.2% (RGPH 2012); no language data in the 2024 census. The widely circulated ""Forro 72.4%"" is the 2001 census, where Portuguese was still 98.9%. Forro fell by half between the two counts."	dor física	physical pain	F	sofrimento emocional	emotional suffering	F	ansiedade climática	climate anxiety	E	incerteza	uncertainty	E	luto	mourning; bereavement	E	indignação	indignation	E	insegurança material	material insecurity	E	exílio	exile	E	sobrecarga emocional	emotional overload	E	solidão	loneliness; solitude	E	depressão	depression	E	medo	fear	E	impotência	powerlessness	E	vergonha	shame	E	sem sofrimento	without suffering	F	15	0	3	12
SAU	Saudi Arabia	SETTLED	ar	Arabic	العربية	Arab		Variety: Najdi (ars) / Hijazi (acw) vs MSA.	وجع	Pain / ache	F	ضيق	Distress / inner tightness	E	القلق المناخي	climate anxiety, definite form	F	عدم اليقين	uncertainty; lack of certainty	F	حزن	Grief / sorrow	E	غضب	Anger	E	عوز	Want / destitution	E	نزوح	Displacement	E	صدمة	Shock / trauma	E	وحشة	Loneliness / forlornness	E	اكتئاب	Depression	F	خوف وقلق	Fear and anxiety	E	عجز	Inability / powerlessness	E	شعور بالذنب	Feeling of guilt	E	بلا ألم	without pain	F	15	0	5	10
SEN	Senegal	REVIEW	wo	Wolof		Latn	French (fr)	Wolof is spoken by ~90% as L1 or L2; French is the sole official language.	metit	pain; hurt; sorrow	E	tiis	sad; sadden; sorrow	E		NO TERM FOUND	X	xalat bu bari	many thoughts	F	naqar	sadness	E	mer	anger, irritation, being angry	E	coono	fatigue, difficulty, hardship, suffering	E	gàddaay	emigration, exile, departure abroad	E	njàqare	anguish; distress	F	tumuraanke	loneliness	E		NO TERM FOUND	X	tiit	fear	F	ñàkk pexe	without a solution or means; at an impasse	F	gaace	disgrace; shame	E	amul metit	(it) has no pain	F	13	2	5	8
SRB	Serbia	SETTLED	sr	Serbian	српски	Cyrl		Script: both Cyrillic and Latin are in active use.	бол	pain	E	бол	pain	E	климатска анксиозност	climate anxiety	C	неизвесност	uncertainty	F	жалост	grief	E	љутња	anger	E	немаштина	poverty / penury	E	изгнанство	exile	E	траума	trauma	E	осамљеност	loneliness	E	депресија	depression	E	страх	fear	E	беспомоћност	helplessness	E	срам	shame	E	bez bola	without pain	F	15	0	2	12
SYC	Seychelles	OPEN	crs	Seychellois Creole		Latn	English (en); French (fr)	Creole is near-universal L1; three official languages.	douler	pain; bodily or emotional hurt	E	lapenn	sorrow; emotional pain	F		Eco-anxiety	X	lensertitid	uncertainty	E	sagren	grief; regret	F	lakoler	anger	E	lamizer	misery, hardship, poverty	E	egzil	exile	F	tromatize	traumatized	F	tousel	lonely; alone as a felt state	F	dezespwar	despair	F	lafreyer	fear, fright	E		Helplessness	X	laont	shame	E	san douler	without pain	F	13	2	7	6
SLE	Sierra Leone	REVIEW	kri	Krio		Latn	English (en); Mende (men); Temne (tem)	Krio is the lingua franca; English is official.	pen	bodily pain	F	burn at	emotional distress; inner pain	F		Eco-anxiety	X	dawt	uncertainty, doubt	F	at heavy	grief	F	vex	anger; get angry	F	adop	hard-up; broke	P	banish	banish; send into exile	P	shɔk	trauma, severe shock	E	lonlie	lonely	F	poil at	depression	F	fred	fear; be afraid	F	nɔ gɛt pawa	helplessness, powerlessness	F	shem	shame; guilt	F	nɔ gɛt pen	no pain	F	14	1	11	1
SGP	Singapore	OPEN	en	English		Latn	Mandarin (zh); Malay (ms); Tamil (ta)	Four official languages; English dominates public and educational life.	Pain	Pain	F	Hurt	Hurt	E	Eco-anxiety	Eco-anxiety	E	Uncertainty	Uncertainty	F	Grief	Grief	E	Anger	Anger	E	Hardship	Hardship	E	Displacement	Displacement	E	Trauma	Trauma	E	Loneliness	Loneliness	E	Depression	Depression	E	Fear	Fear	E	Helplessness	Helplessness	F	Shame	Shame	E	No pain	No pain	F	15	0	4	11
SVK	Slovakia	SETTLED	sk	Slovak	slovenčina	Latn			fyzická bolesť	physical pain	F	trápenie	suffering; distress; torment	E	klimatická úzkosť	climate anxiety	F	neistota	uncertainty; insecurity	F	žiaľ	grief; sorrow	E	rozhorčenie	indignation; outrage	E	núdza	need; poverty; hardship	F	vysídlenie	displacement; expulsion	F	psychická trauma	psychological trauma	F	osamelosť	loneliness	F	depresia	depression	F	strach	fear	E	bezmocnosť	helplessness; powerlessness	F	hanba	shame; disgrace	E	bez bolesti	without pain	F	15	0	10	5
SVN	Slovenia	SETTLED	sl	Slovenian	slovenščina	Latn			telesna bolečina	bodily pain; physical pain	C	stiska	distress	E	podnebna tesnoba	climate anxiety	E	negotovost	uncertainty; insecurity; unsettledness	E	žalovanje	mourning; grieving; bereavement process	E	ogorčenje	indignation; outrage; strong offended anger	E	pomanjkanje	lack; shortage; deficiency; scarcity	E	razseljenost	displacement; state of being dispersed or relocated	E	travma	trauma; physical or psychological injury/shock	E	osamljenost	loneliness; painful aloneness	E	depresija	depression; depressive disorder/state; also non-mental domain senses	E	strah	fear; fright; dread	E	nemoč	powerlessness, helplessness, impotence; weakness	E	sram	shame; embarrassment; disgrace	E	brez bolečin	without pain	F	15	0	1	13
SLB	Solomon Islands	REVIEW	pis	Solomon Islands Pijin		Latn	English (en)	Pijin is the lingua franca; English is official.	soa	Pain	E	sore	Hurt	E		Eco-anxiety	X	daot	Uncertainty	E	sore	sorrow; grief	E	kros	anger; angry	E	hadtaem	difficulties	E	raosim	expel; drive out	P		Trauma	X	lonli	lonely	F		Depression	X	fraet	be scared, fear	E	kanduit	unable; cannot act	F	sem	shame, embarrassment; ashamed	E	no soa	not hurting; no pain	F	12	3	3	8
SOM	Somalia	SETTLED	so	Somali	Soomaali	Latn	Arabic (ar)		xanuun jireed	physical pain; bodily hurt	F	murugo	sadness; sorrow; grief	E	walaaca cimilada	climate worry; climate anxiety	E	hubanti-la’aan	uncertainty; lack of certainty	F	tiiraanyo	a matter over which one grieves	F	caro	anger; anger-like irritation	E	baahi	need; want; deprivation; scarcity or hunger in context	E	barakac	displacement; evacuation	E	dhaawac nafsi	psychological injury; mental wound	F	kelinimo	loneliness; solitude; aloneness	E	niyad-jab	discouragement; dejection; disappointment; depression in some current usage	E	cabsi	fear; fright; dread	E	awood la’aan	powerlessness; lack of ability; inability; also impotence in sexual-health usage	E	xishood	shyness; modesty; embarrassment; shame	E	xanuun la'aan	without pain	F	15	0	5	10
ZAF	South Africa	OPEN	en	English		Latn	Zulu (zu); Afrikaans (af); Xhosa (xh); Sepedi (nso)	Twelve official languages. Zulu is the largest home language at about 25%, which is also its readership ceiling, while English reading ability is about 72% self-reported with a floor near 60%. Chosen on the reading limb of the rule.	Pain	Pain	F	Hurt	Hurt	E	Eco-anxiety	Eco-anxiety	E	Uncertainty	Uncertainty	F	Grief	Grief	E	Anger	Anger	E	Hardship	Hardship	E	Displacement	Displacement	E	Trauma	Trauma	E	Loneliness	Loneliness	E	Depression	Depression	E	Fear	Fear	E	Helplessness	Helplessness	F	Shame	Shame	E	No pain	No pain	F	15	0	4	11
KOR	South Korea	SETTLED	ko	Korean	한국어	Kore			신체적 고통	physical/bodily pain	F	마음의 고통	pain of the heart/mind; emotional pain	F	기후 불안	climate anxiety/unease	E	불안	anxiety; uneasiness	E	애도	mourning; condolence	E	분노	anger; rage	E	생계 불안	livelihood insecurity/anxiety	E	강제 이주	forced migration/relocation	E	감당하기 어려움	difficulty coping/handling it	E	외로움	loneliness	E	우울증	depression; depressive disorder	E	두려움	fear	E	무력감	feeling of powerlessness/helplessness	F	수치심	shame	E	고통이 없음	absence of pain/suffering	F	15	0	4	11
SSD	South Sudan	OPEN	en	English		Latn	Juba Arabic (pga); Dinka (din)	English is official; Juba Arabic is the urban lingua franca; Dinka is the largest L1.	Pain	Pain	F	Hurt	Hurt	E	Eco-anxiety	Eco-anxiety	E	Uncertainty	Uncertainty	F	Grief	Grief	E	Anger	Anger	E	Hardship	Hardship	E	Displacement	Displacement	E	Trauma	Trauma	E	Loneliness	Loneliness	E	Depression	Depression	E	Fear	Fear	E	Helplessness	Helplessness	F	Shame	Shame	E	No pain	No pain	F	15	0	4	11
ESP	Spain	SETTLED	es	Spanish	español	Latn	Catalan (ca); Galician (gl); Basque (eu)	Variety: European Spanish, distinct from Latin American.	dolor físico	Physical pain	F	dolor emocional	Emotional pain	F	ecoansiedad	eco-anxiety; chronic fear of environmental catastrophe	F	incertidumbre	Uncertainty	F	duelo	Grief, mourning	E	indignación	Indignation, outrage	E	precariedad	Precarity	E	desarraigo	Rootlessness, uprooting	F	trauma	Trauma	E	soledad	Loneliness, solitude	E	depresión	Depression	F	ansiedad	Anxiety	E	impotencia	Powerlessness	F	culpa	Guilt, blame	E	sin dolor	without pain	F	15	0	8	7
LKA	Sri Lanka	OPEN	si	Sinhala	සිංහල	Sinh	Tamil (ta)	Both official; roughly 75/25.	වේදනාව	ache; discomfort; pain; sensation; suffering	E	දුක	grief; sorrow; suffering; trouble; woe	E		: 	X	අවිනිශ්චිතතාව	uncertainty; irresolution	E	ශෝකය	grief; distress; heartache; regret; sadness; sorrow	E	කෝපය	anger; indignation; ire; wrath	E	අගහිඟකම	privation	E	විස්ථාපනය	displacement; dislocation	E	මානසික කම්පනය	mental/psychological shock or trauma	C	තනිකම	aloneness; loneliness; singleness	E	විෂාදය	depression; depressive state	E	බිය	fear	E	අසරණකම	helplessness; being without recourse	E	ලැජ්ජාව	shame	E	වේදනාවක් නොමැති	no pain	F	14	1	1	12
PSE	State of Palestine	SETTLED	ar	Arabic	العربية	Arab		Variety: Levantine Arabic (apc) vs MSA.	وجع	Pain / ache	F	ضيق	Distress / inner tightness	E	القلق المناخي	climate anxiety, definite form	F	عدم اليقين	uncertainty; lack of certainty	F	حزن	Grief / sorrow	E	غضب	Anger	E	عوز	Want / destitution	E	نزوح	Displacement	E	صدمة	Shock / trauma	E	وحشة	Loneliness / forlornness	E	اكتئاب	Depression	F	خوف وقلق	Fear and anxiety	E	عجز	Inability / powerlessness	E	شعور بالذنب	Feeling of guilt	E	بلا ألم	without pain	F	15	0	5	10
SDN	Sudan	SETTLED	ar	Arabic	العربية	Arab	English (en)	Variety: Sudanese Arabic (apd) vs MSA.	وجع	Pain / ache	F	ضيق	Distress / inner tightness	E	القلق المناخي	climate anxiety, definite form	F	عدم اليقين	uncertainty; lack of certainty	F	حزن	Grief / sorrow	E	غضب	Anger	E	عوز	Want / destitution	E	نزوح	Displacement	E	صدمة	Shock / trauma	E	وحشة	Loneliness / forlornness	E	اكتئاب	Depression	F	خوف وقلق	Fear and anxiety	E	عجز	Inability / powerlessness	E	شعور بالذنب	Feeling of guilt	E	بلا ألم	without pain	F	15	0	5	10
SUR	Suriname	OPEN	nl	Dutch	Nederlands	Latn	Sranan Tongo (srn)	Dutch is official; Sranan Tongo is the lingua franca.	lichamelijke pijn	physical pain	F	emotionele pijn	emotional pain	F	klimaatangst	climate fear/anxiety	E	onzekerheid	uncertainty; insecurity	E	rouw	mourning; grief	E	verontwaardiging	indignation; outrage	E	financiële onzekerheid	financial insecurity	E	ballingschap	exile	E	overbelasting	overload	E	eenzaamheid	loneliness; solitude	E	depressie	depression	E	angst	fear/anxiety	E	machteloosheid	powerlessness	F	schaamte	shame	E	zonder lijden	without suffering	F	15	0	4	11
SWE	Sweden	SETTLED	sv	Swedish	svenska	Latn			smärta	pain	E	smärta	pain	E	klimatångest	climate anxiety	F	osäkerhet	uncertainty	E	sorg	grief	E	ilska	anger	E	utsatthet	vulnerability	E	exil	exile	E	trauma	trauma	E	ensamhet	solitude; loneliness	E	depression	depression	F	rädsla	fear	E	hjälplöshet	helplessness	F	skam	shame	E	ingen smärta	no pain	F	15	0	4	11
CHE	Switzerland	OPEN	de	German	Deutsch	Latn	French (fr); Italian (it); Romansh (rm)	Four national languages. Swiss German is the spoken form; Standard German the written.	körperlicher Schmerz	physical pain	F	seelischer Schmerz	emotional/psychological pain	F	Klimaangst	climate fear/anxiety	E	Ungewissheit	uncertainty	E	Trauer	grief; mourning; sorrow	E	Empörung	indignation; outrage	E	Existenzsorge	worry about one’s livelihood/existence	E	Entwurzelung	uprooting; rootlessness	E	Überforderung	being overwhelmed; excessive demand	E	Einsamkeit	loneliness; solitude	E	Depression	depression	E	Angst	fear/anxiety	E	Hilflosigkeit	helplessness	F	Scham	shame	E	ohne Leid	without suffering/distress	F	15	0	4	11
SYR	Syria	SETTLED	ar	Arabic	العربية	Arab	Kurdish (ku)	Variety: Levantine Arabic (apc) vs MSA.	وجع	Pain / ache	F	ضيق	Distress / inner tightness	E	القلق المناخي	climate anxiety, definite form	F	عدم اليقين	uncertainty; lack of certainty	F	حزن	Grief / sorrow	E	غضب	Anger	E	عوز	Want / destitution	E	نزوح	Displacement	E	صدمة	Shock / trauma	E	وحشة	Loneliness / forlornness	E	اكتئاب	Depression	F	خوف وقلق	Fear and anxiety	E	عجز	Inability / powerlessness	E	شعور بالذنب	Feeling of guilt	E	بلا ألم	without pain	F	15	0	5	10
TJK	Tajikistan	SETTLED	tg	Tajik	тоҷикӣ	Cyrl	Russian (ru)		дард	pain; ache; dread; distress	E	ғам	sorrow; grief; inner sadness	E	тарси иқлим	climate fear	C	номуайянӣ	uncertainty; indefiniteness	F	андӯҳ	grief; sorrow; distress; affliction	E	хашм	anger; wrath; rage	E	тангдастӣ	poverty; material hardship	F	бадарға	exile	F	осеби равонӣ	psychological trauma	F	танҳоӣ	solitude; aloneness	E	афсурдагӣ	depression	F	тарс	fear	E	дармондагӣ	helplessness; powerlessness	F	шарм	shame	E	бедард	painless, without pain	F	15	0	7	7
TZA	Tanzania	SETTLED	sw	Swahili	Kiswahili	Latn	English (en)	Swahili is the national language and near-universal.	maumivu	Pain	E	huzuni	Hurt	E	wasiwasi wa hali ya hewa	climate/weather anxiety or worry	E	shaka	Uncertainty	E	majonzi	grief; sorrow	E	hasira	Anger	E	dhiki	Hardship	E	uhamisho	Displacement	E	kiwewe	Trauma	E	upweke	loneliness; solitude	E	mfadhaiko	Depression	F	hofu	Fear	E	kutokuwa na uwezo	inability/powerlessness	E	aibu	Shame	E	bila mateso	without suffering	F	15	0	2	13
THA	Thailand	SETTLED	th	Thai	ไทย	Thai			ความเจ็บปวดทางกาย	physical/bodily pain	F	ความทุกข์ทางใจ	emotional/inner suffering	F	ความกังวลเรื่องภูมิอากาศ	worry/anxiety about the climate	E	ความไม่แน่นอน	uncertainty; lack of certainty	E	ความโศกเศร้าจากการสูญเสีย	grief/sorrow from loss	F	ความโกรธต่อความอยุติธรรม	anger at injustice	E	ความกังวลเรื่องปากท้อง	worry about livelihood/subsistence	E	การถูกบังคับให้ออกจากบ้าน	being forced to leave home	E	รับไม่ไหว	cannot handle/take it	E	ความเหงา	loneliness	C	ภาวะซึมเศร้า	depressive state	E	ความกลัวและความกังวล	fear and anxiety/worry	E	ความรู้สึกไร้อำนาจ	feeling of powerlessness	F	ความอับอายและความรู้สึกผิด	shame and guilt	E	ไม่มีความทุกข์	no suffering/distress	F	15	0	5	9
TLS	Timor-Leste	OPEN	tet	Tetum		Latn	Portuguese (pt); Indonesian (id)	Tetum and Portuguese both official; Tetum is the spoken language.	moras	sickness, illness, pain, ache, hurt, soreness	E	laran-moras	sad; upset; jealous	E		NO TERM FOUND	X	hanoin barak	thinking a lot	F	lutu	mourning	F	hirus	anger, being angry	E	mukit	poverty, hardship	F	dezlokadu	displaced	F	trauma	trauma	F	mesamesak	lonely	F	lakon-neon	despair, hopelessness	F	ta'uk	fear; be afraid	E	kbiit-laek	powerless, lacking strength or capacity; weak; impotent	E	moe	shame, embarrassment, shyness; being ashamed	E	laiha moras	no pain	F	14	1	8	6
TGO	Togo	REVIEW	fr	French	français	Latn	Ewe (ee); Kabiye (kbp)	French official; Ewe and Kabiye are national languages.	douleur physique	physical pain	F	douleur émotionnelle	emotional pain	F	éco-anxiété	eco-anxiety	E	incertitude	uncertainty	F	deuil	bereavement / mourning / grief	E	indignation	indignation / moral outrage	E	précarité	precarity / insecurity	E	déracinement	uprooting	F	traumatisme	trauma	E	solitude	loneliness	E	dépression	depression	F	angoisse	anguish / fear / anxiety	E	sentiment d'impuissance	feeling of helplessness	F	honte	shame	E	absence de détresse	absence of distress	E	15	0	6	9
TON	Tonga	SETTLED	to	Tongan	lea fakatonga	Latn	English (en)		mamahi	pain	F	loto mamahi	emotional hurt; sadness	F		Eco-anxiety	X	veiveiua	uncertainty	F	tengihia	grief	F	‘ita	anger; angry	F	masiva	poverty; material lack	F	Fakahee	banish; exile	F	mafasia	trauma, overwhelmed state	E	ta’elata	lonely	F	Loto Mafasia	depression	F	ilifia	fear; be afraid	F	taʻemafai	helplessness, powerlessness	E	fakamā	shame	F		NO TERM FOUND	X	13	2	11	2
